# Generated by cmd/dp-string-census (make string-census-update). Do not edit by hand.
# C player-facing segments no Go segment contains (port gaps).
# columns: segment	file:line	sink	function
A dark stain appears under	src/new_cmds.c:709	act	do_otouch
deftly glides a hand beneath her panties!	src/new_cmds.c:719	act	do_otouch
pleads for more and	src/new_cmds.c:719	act	do_otouch
You'd better leave the sneaky stuff to the thieves.	src/new_cmds.c:744	send_to_char	do_trip
Trip who?	src/new_cmds.c:761	send_to_char	do_trip
You trip over your shoe laces...	src/new_cmds.c:774	send_to_char	do_trip
Whats the point of doing that now?	src/new_cmds.c:784	send_to_char	do_trip
You couldn't slug your way out of a wet paper bag.	src/new_cmds.c:829	send_to_char	do_slug
Slug who?	src/new_cmds.c:840	send_to_char	do_slug
You curl up your fist and slug yourself in the nose! Ouch!	src/new_cmds.c:847	send_to_char	do_slug
You couldn't charge if you wanted to!	src/new_cmds.c:890	send_to_char	do_charge
Great! Fine! Charge who?!?!	src/new_cmds.c:901	send_to_char	do_charge
You're barehanded, try it with a sword or lance next time.	src/new_cmds.c:915	send_to_char	do_charge
You need sword or a lance to run 'em through!	src/new_cmds.c:923	send_to_char	do_charge
The only heads you're gonna smack are yours and Rosie's.	src/new_cmds.c:979	send_to_char	do_smackheads
Looks like the gangs not all here...	src/new_cmds.c:987	send_to_char	do_smackheads
We call that 'headbutt' around here, son...	src/new_cmds.c:993	send_to_char	do_smackheads
You smack your head twice and say 'DOH!'	src/new_cmds.c:999	send_to_char	do_smackheads
You need your hands free to smack some heads!	src/new_cmds.c:1005	send_to_char	do_smackheads
You're a little busy right now!	src/new_cmds.c:1017	send_to_char	do_smackheads
They are too busy fighting at the moment!	src/new_cmds.c:1023	send_to_char	do_smackheads
Smack whose heads together?	src/new_cmds.c:1029	send_to_char	do_smackheads
slip out of your hands!	src/new_cmds.c:1048	buffered:strcat	do_smackheads
lunges at them!	src/new_cmds.c:1055	buffered:strcat	do_smackheads
You grab the heads of	src/new_cmds.c:1063	buffered:strcpy	do_smackheads
and bang them together with a sickening *SMACK*.	src/new_cmds.c:1067	buffered:strcat	do_smackheads
grabs the heads of	src/new_cmds.c:1070	buffered:strcat	do_smackheads
and bangs them together with a sickening *SMACK*.	src/new_cmds.c:1074	buffered:strcat	do_smackheads
someone while fighting!	src/new_cmds.c:1111	buffered:sprintf	do_spike
Whom do you wish to	src/new_cmds.c:1119	buffered:sprintf	do_spike
You need to wield a	src/new_cmds.c:1127	buffered:sprintf	do_spike
to succeed!	src/new_cmds.c:1127	buffered:sprintf	do_spike
The monster in you won't let you suicide!	src/new_cmds.c:1133	send_to_char	do_spike
Spiking is only for werewolves..	src/new_cmds.c:1135	send_to_char	do_spike
Staking is only for vampires..	src/new_cmds.c:1137	send_to_char	do_spike
You drive	src/new_cmds.c:1159	act	do_spike
into your chest with a solid blow!	src/new_cmds.c:1163	act	do_spike
twists at the last moment, and you miss!	src/new_cmds.c:1179	act	do_spike
growls in anger as	src/new_cmds.c:1181	act	do_spike
tries to drive a	src/new_cmds.c:1181	act	do_spike
, but you dodge the attempt!	src/new_cmds.c:1183	act	do_spike
comes at you with a	src/new_cmds.c:1183	act	do_spike
Bite who?!	src/new_cmds.c:1218	send_to_char	do_bite
You bite your tongue and say nothing.	src/new_cmds.c:1224	send_to_char	do_bite
You gnash your teeth.	src/new_cmds.c:1233	send_to_char	do_bite
a love bite.	src/new_cmds.c:1238	act	do_bite
tries to give you a little love bite.	src/new_cmds.c:1239	act	do_bite
a love bite.	src/new_cmds.c:1241	act	do_bite
You must be transformed to bite!	src/new_cmds.c:1247	send_to_char	do_bite
Your victim is already a creature of the night!	src/new_cmds.c:1260	send_to_char	do_bite
, and blood pours over your lips!	src/new_cmds.c:1267	act	do_bite
You rip the flesh of	src/new_cmds.c:1267	act	do_bite
rips your flesh, leaving you bleeding and dazed!	src/new_cmds.c:1269	act	do_bite
, growling with bloodlust!	src/new_cmds.c:1271	act	do_bite
rips the flesh of	src/new_cmds.c:1271	act	do_bite
blood pours over your lips.	src/new_cmds.c:1279	act	do_bite
's fangs sink into your flesh, leaving you bleeding and dazed!	src/new_cmds.c:1281	act	do_bite
, feeding off	src/new_cmds.c:1283	act	do_bite
screams in agony!	src/new_cmds.c:1288	act	do_bite
The lunar light infuses your body, forcing you to transform!	src/new_cmds.c:1322	send_to_char	full_moon
Racked with the pain of the transformation, your head is thrown	src/new_cmds.c:1324	send_to_char	full_moon
back and an unearthly moan escapes your lips.	src/new_cmds.c:1324	send_to_char	full_moon
-------------	src/new_cmds.c:1373	buffered:strcpy	do_review
Last Gossips:	src/new_cmds.c:1373	buffered:strcpy	do_review
Someone invisible	src/new_cmds.c:1382	buffered:strcat	do_review
Strike who?	src/new_cmds.c:1450	send_to_char	do_strike
You beat yourself about the face and neck.	src/new_cmds.c:1460	send_to_char	do_strike
self around a little.	src/new_cmds.c:1461	act	do_strike
is just such a good friend, you simply can't strike	src/new_cmds.c:1466	act	do_strike
You know nothing of kuji-kiri!	src/new_cmds.c:1561	send_to_char	do_kuji_kiri
You are too busy fighting to practice kuji-kiri!	src/new_cmds.c:1567	send_to_char	do_kuji_kiri
You can not practice kuji-kiri again right now!	src/new_cmds.c:1573	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1608	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1622	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1633	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1647	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1657	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1671	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1679	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1692	send_to_char	do_kuji_kiri
You have not mastered this art yet!	src/new_cmds.c:1706	send_to_char	do_kuji_kiri
You know nothing of altering your flesh!	src/new_cmds.c:1900	send_to_char	do_flesh_alter
You shift your molecules back to normal.	src/new_cmds.c:1916	send_to_char	do_flesh_alter
Your hand reverts from a	src/new_cmds.c:1919	buffered:sprintf	do_flesh_alter
's hand reverts from a	src/new_cmds.c:1920	buffered:sprintf	do_flesh_alter
You stop using	src/new_cmds.c:1930	act	do_flesh_alter
Your hand turns into a	src/new_cmds.c:1933	buffered:sprintf	do_flesh_alter
's hand turns into a	src/new_cmds.c:1934	buffered:sprintf	do_flesh_alter
You're pretty busy right now!	src/new_cmds.c:1979	send_to_char	do_compare
Looks like you don't have those objects..	src/new_cmds.c:1984	send_to_char	do_compare
They're the same thing!	src/new_cmds.c:1991	send_to_char	do_compare
Compare what and what?	src/new_cmds.c:1997	send_to_char	do_compare
Compare is only for weapons and armor.	src/new_cmds.c:2010	send_to_char	do_compare
You can only compare the same types of armor!	src/new_cmds.c:2052	send_to_char	do_compare
looks much worse than	src/new_cmds.c:2074	buffered:sprintf	do_compare
looks a little worse than	src/new_cmds.c:2077	buffered:sprintf	do_compare
looks slightly worse than	src/new_cmds.c:2080	buffered:sprintf	do_compare
They look just about the same.	src/new_cmds.c:2083	buffered:sprintf	do_compare
looks slightly better than	src/new_cmds.c:2085	buffered:sprintf	do_compare
looks a little better than	src/new_cmds.c:2088	buffered:sprintf	do_compare
looks much better than	src/new_cmds.c:2091	buffered:sprintf	do_compare
Palm what?	src/new_cmds.c:2120	send_to_char	do_palm
You're about as berserk as you're gonna get.	src/new_cmds.c:2142	send_to_char	do_berserk
You're unable to summon your battle rage right now.	src/new_cmds.c:2151	send_to_char	do_berserk
You fail to summon up your battle rage.	src/new_cmds.c:2163	send_to_char	do_berserk
Your vision turns sanguine as you summon up your battle rage!	src/new_cmds.c:2167	send_to_char	do_berserk
Tag who?	src/new_cmds.c:2207	send_to_char	do_tag
No way! They're linkless!	src/new_cmds.c:2217	send_to_char	do_tag
But you are not it!	src/new_cmds.c:2230	send_to_char	do_tag
You're it already!	src/new_cmds.c:2236	send_to_char	do_tag
tags you right back!	src/new_cmds.c:2242	act	do_tag
Let the game begin!	src/new_cmds.c:2255	send_to_char	do_tag
and screams, 'TAG! You're it!'	src/new_cmds.c:2258	act	do_tag
taps you and screams, 'TAG! You're it!'	src/new_cmds.c:2260	act	do_tag
and scream, 'TAG! You're it!'	src/new_cmds.c:2262	act	do_tag
You're unable to see very far...	src/new_cmds.c:2289	send_to_char	do_scan
You see nothing around.	src/new_cmds.c:2336	send_to_char	do_scan
Circle who?	src/new_cmds.c:2402	send_to_char	do_circle
How can you stab yourself in the back?	src/new_cmds.c:2408	send_to_char	do_circle
You're a little too busy right now!	src/new_cmds.c:2413	send_to_char	do_circle
You need to wield a weapon to make it a success.	src/new_cmds.c:2418	send_to_char	do_circle
Only piercing weapons can be used for backstabbing.	src/new_cmds.c:2423	send_to_char	do_circle
You notice	src/new_cmds.c:2436	act	do_circle
lunging at you!	src/new_cmds.c:2436	act	do_circle
notices you lunging at	src/new_cmds.c:2437	act	do_circle
lunging at	src/new_cmds.c:2438	act	do_circle
You make a circle in the air.	src/new_cmds.c:2445	send_to_char	do_circle
You point	src/new_cmds.c:2478	act	point_obj
points at	src/new_cmds.c:2482	act	point_obj
You point at	src/new_cmds.c:2483	act	point_obj
You point	src/new_cmds.c:2527	buffered:sprintf	do_point
You cannot commit acts of violence here!	src/new_cmds.c:2576	send_to_char	do_groinrip
You're not trained in martial arts!	src/new_cmds.c:2582	send_to_char	do_groinrip
Groinrip who?	src/new_cmds.c:2601	send_to_char	do_groinrip
No masochism allowed!	src/new_cmds.c:2608	send_to_char	do_groinrip
Ha Ha. Don't think so.	src/new_cmds.c:2614	send_to_char	do_groinrip
How dare you try to touch a god!	src/new_cmds.c:2620	send_to_char	do_groinrip
You are thrown across the room...	src/new_cmds.c:2621	send_to_char	do_groinrip
Umm, they have nothing there to tug on!	src/new_cmds.c:2629	send_to_char	do_groinrip
everywhere!	src/new_cmds.c:2643	act	do_groinrip
falls to	src/new_cmds.c:2643	act	do_groinrip
groin and throwing up	src/new_cmds.c:2643	act	do_groinrip
knees, clutching	src/new_cmds.c:2643	act	do_groinrip
By the light of the full moon.. DIE!	src/new_cmds.c:2678	buffered:sprintf	lunar_hunter
The ghost ship has set sail!	src/new_cmds.c:2738	send_to_room	ghost_ship_disappear
Sharpen what?	src/new_cmds.c:2753	send_to_char	do_sharpen
This weapon can not be sharpened.	src/new_cmds.c:2759	send_to_char	do_sharpen
This weapon can not be sharpened any further.	src/new_cmds.c:2766	send_to_char	do_sharpen
You're too busy to be sharpening anything!	src/new_cmds.c:2771	send_to_char	do_sharpen
sharpens	src/new_cmds.c:2781	act	do_sharpen
to perfection.	src/new_cmds.c:2781	act	do_sharpen
You sharpen it to perfection!	src/new_cmds.c:2782	send_to_char	do_sharpen
trying to sharpen it!	src/new_cmds.c:2788	act	do_sharpen
You damage it trying to sharpen it!	src/new_cmds.c:2789	send_to_char	do_sharpen
You need to be in the wilderness to scrounge!	src/new_cmds2.c:112	send_to_char	do_scrounge
You find	src/new_cmds2.c:122	act	do_scrounge
You capture and kill	src/new_cmds2.c:124	act	do_scrounge
searches for something to eat.	src/new_cmds2.c:135	act	do_scrounge
Aid who?	src/new_cmds2.c:153	send_to_char	do_first_aid
You wish you could.	src/new_cmds2.c:157	send_to_char	do_first_aid
They don't really need first aid.	src/new_cmds2.c:162	send_to_char	do_first_aid
's wounds.	src/new_cmds2.c:172	act	do_first_aid
You apply some makeshift bandages to	src/new_cmds2.c:172	act	do_first_aid
's wounds.	src/new_cmds2.c:174	act	do_first_aid
applies some bandaging to	src/new_cmds2.c:174	act	do_first_aid
applies some bandaging to your wounds.	src/new_cmds2.c:176	act	do_first_aid
You fumble and ruin the bandages.	src/new_cmds2.c:183	send_to_char	do_first_aid
fumbles with some bandaging and drops it all over the place!	src/new_cmds2.c:184	act	do_first_aid
You'd better leave all the martial arts to fighters.	src/new_cmds2.c:201	send_to_char	do_disarm
Disarm who?	src/new_cmds2.c:209	send_to_char	do_disarm
Just try removing your weapon instead.	src/new_cmds2.c:214	send_to_char	do_disarm
doesn't have anything to disarm.	src/new_cmds2.c:219	act	do_disarm
You disarm	src/new_cmds2.c:233	act	do_disarm
goes flying!	src/new_cmds2.c:233	act	do_disarm
but fail, tumbling to the ground in the process!	src/new_cmds2.c:244	act	do_disarm
face instead!	src/new_cmds2.c:245	act	do_disarm
Link your mind to whose?	src/new_cmds2.c:262	send_to_char	do_mindlink
You wish you could.	src/new_cmds2.c:266	send_to_char	do_mindlink
stares at you blankly.	src/new_cmds2.c:273	act	do_mindlink
for a while and then falls flat on	src/new_cmds2.c:274	act	do_mindlink
stares at	src/new_cmds2.c:274	act	do_mindlink
You fail.	src/new_cmds2.c:276	send_to_char	do_mindlink
There's too much going on to establish a mind link.	src/new_cmds2.c:281	send_to_char	do_mindlink
They don't have enough energy to spare!	src/new_cmds2.c:291	send_to_char	do_mindlink
A wealth of power overcomes you!	src/new_cmds2.c:302	send_to_char	do_mindlink
stare at each other for a while and drop to the ground in unison!	src/new_cmds2.c:303	act	do_mindlink
for a while and then falls flat on	src/new_cmds2.c:309	act	do_mindlink
stares at	src/new_cmds2.c:309	act	do_mindlink
You feel a little drained...	src/new_cmds2.c:314	send_to_char	do_mindlink
's eyestalks, hitting	src/new_cmds2.c:336	act	beholder
A ray of light shoots out from one of	src/new_cmds2.c:336	act	beholder
's eyestalks, breaking your concentration!	src/new_cmds2.c:338	act	beholder
A ray of light shoots out from one of	src/new_cmds2.c:338	act	beholder
sighs loudly.	src/new_cmds2.c:426	act	recharger
says 'I recharge wands and staves, of course!'	src/new_cmds2.c:427	act	recharger
says 'My price is 100 coins per spell level per charge..'	src/new_cmds2.c:429	act	recharger
says 'So a wand casting heal at level 25 would cost 2500 coins per charge.'	src/new_cmds2.c:431	act	recharger
says 'If it had 10 max charges at first, it would have 9 max after charging.	src/new_cmds2.c:433	act	recharger
says 'That means that an item could have 1 charge maximum, with 2 charges remaining (after a recharge)'	src/new_cmds2.c:435	act	recharger
says 'To recharge an item type: recharge <staff or wand>.'	src/new_cmds2.c:437	act	recharger
stares expectantly at	src/new_cmds2.c:439	act	recharger
stares expectantly at you.	src/new_cmds2.c:440	act	recharger
upside the head.	src/new_cmds2.c:449	act	recharger
whaps you upside the head.	src/new_cmds2.c:450	act	recharger
shakes his head in disgust.	src/new_cmds2.c:457	act	recharger
waves his hands around and chants strange things.	src/new_cmds2.c:474	act	recharger
The item now has	src/new_cmds2.c:476	buffered:sprintf	recharger
You're fucking blind, you can't find anything!!	src/new_cmds2.c:512	send_to_char	do_detect
You carefully check the room...	src/new_cmds2.c:516	send_to_char	do_detect
You notice something funny about the ceiling.	src/new_cmds2.c:531	buffered:sprintf	do_detect
You notice something funny about the floor.	src/new_cmds2.c:533	buffered:sprintf	do_detect
You notice something funny about the	src/new_cmds2.c:535	buffered:sprintf	do_detect
A deep, foreboding tone resounds through the air.	src/new_cmds2.c:634	send_to_zone	black_horn
You inhale and blow deeply on	src/new_cmds2.c:636	act	black_horn
A deep, foreboding tone resounds through the air.	src/new_cmds2.c:637	send_to_char	black_horn
blows on	src/new_cmds2.c:638	act	black_horn
A deep, foreboding tone resounds through the air.	src/new_cmds2.c:639	act	black_horn
on the arm.	src/new_cmds2.c:674	act	zen_master
touches you lightly on the arm.	src/new_cmds2.c:675	act	zen_master
says, 'You have violence, but not thought.'	src/new_cmds2.c:679	act	zen_master
You'd better leave all the martial arts to others.	src/new_cmds2.c:700	send_to_char	do_serpent_kick
Kick who?	src/new_cmds2.c:711	send_to_char	do_serpent_kick
Aren't we funny today...	src/new_cmds2.c:717	send_to_char	do_serpent_kick
I must have	src/new_cmds2.c:804	buffered:sprintf	hunt_items
the south	src/new_cmds2.c:896	buffered:sprintf	flow_room
the north	src/new_cmds2.c:900	buffered:sprintf	flow_room
the west	src/new_cmds2.c:905	buffered:sprintf	flow_room
the east	src/new_cmds2.c:910	buffered:sprintf	flow_room
drifts in from	src/new_cmds2.c:943	buffered:sprintf	flow_room
You drift	src/new_cmds2.c:951	buffered:sprintf	flow_room
